,location,district,rooms,size,level,max_levels,price,income_cat,price_cat
2632,"город Ташкент, Юнусабадский район, Юнусабад-6",Юнусабадский,4,90.0,2,4,48500,2,2
2633,"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,4,110.0,2,9,63000,3,3
2634,"город Ташкент, Юнусабадский район, Шарафа Рашидова",Юнусабадский,4,111.0,4,9,139500,4,4
2635,"город Ташкент, Мирабадский район, тупик Куддус",Мирабадский,3,80.0,1,2,32000,2,2
2636,"город Ташкент, Мирабадский район, Матбуотчилар",Мирабадский,3,65.0,1,4,64000,3,3
2637,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,3,70.0,1,1,33000,2,2
2638,"город Ташкент, Яшнободский район, Джаркурганская",Яшнободский,3,65.0,1,2,30000,1,1
2639,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,2,60.0,2,5,34700,2,2
2640,"город Ташкент, Мирзо-Улугбекский район, ТТЗ-2",Мирзо-Улугбекский,2,37.0,2,9,17700,1,1
2641,"город Ташкент, Яккасарайский район, Массив.Кушбеги.15",Яккасарайский,4,90.0,5,5,45000,2,2
2642,"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,2,47.0,4,4,27500,1,1
2643,"город Ташкент, Яшнободский район, 58а Военный Городок",Яшнободский,3,70.0,1,5,42000,2,2
2644,"город Ташкент, Яшнободский район, Городок Авиастроителей 1-й квартал",Яшнободский,3,93.0,3,4,57000,3,3
2645,"город Ташкент, Яшнободский район, Городок Авиастроителей 1-й квартал",Яшнободский,2,66.0,5,5,33500,2,2
2646,"город Ташкент, Чиланзарский район, Чиланзар 3 квартал",Чиланзарский,2,42.0,1,4,32000,2,2
2647,"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,147.0,3,12,132000,4,4
2648,"город Ташкент, Юнусабадский район, Юнусабад-12",Юнусабадский,3,68.0,3,4,35000,2,2
2649,"город Ташкент, Мирабадский район, Абдурауфа Фитрата",Мирабадский,2,32.0,1,5,17500,1,1
2650,"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Мирзо-Улугбекский,1,18.0,2,4,14000,1,1
2651,"город Ташкент, Мирзо-Улугбекский район, 3-й проезд Олтинтепа",Мирзо-Улугбекский,2,70.0,2,4,42900,2,2
2652,"город Ташкент, Яшнободский район, Мухтара Ашрафи",Яшнободский,1,20.0,2,4,12498,1,1
2653,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,1,17.0,2,4,17000,1,1
2654,"город Ташкент, Яшнободский район, Мухтара Ашрафи",Яшнободский,1,14.0,1,1,10600,1,1
2655,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,1,20.0,2,4,14000,1,1
2656,"город Ташкент, Яккасарайский район, 1 нотариальная контора",Яккасарайский,3,80.0,12,16,47500,2,2
2657,"город Ташкент, Юнусабадский район, Кашкар",Юнусабадский,2,40.0,1,3,26000,1,1
2658,"город Ташкент, Яшнободский район, Ташсельмаш",Яшнободский,1,18.0,3,4,12300,1,1
2659,"город Ташкент, Яшнободский район, Мухтара Ашрафи",Яшнободский,1,18.0,3,4,12500,1,1
2660,"город Ташкент, Чиланзарский район, ТРЦ Макро. Аллея Гагарина",Чиланзарский,2,51.0,3,4,35999,2,2
2661,"город Ташкент, Мирзо-Улугбекский район, 1-й проезд Сайрам",Мирзо-Улугбекский,3,75.0,4,5,56001,3,3
2663,"город Ташкент, Мирзо-Улугбекский район, Карасу 2-й квартал",Мирзо-Улугбекский,5,110.0,2,5,85000,4,4
2664,"город Ташкент, Мирабадский район, Саракулька",Мирабадский,3,100.0,7,8,75000,3,3
2665,"город Ташкент, Юнусабадский район, ТашГРЭС",Юнусабадский,2,45.0,1,4,34800,2,2
2666,"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,3,71.0,4,5,48600,2,2
2667,"город Ташкент, Чиланзарский район, 1-й проезд Катартал",Чиланзарский,2,54.0,1,4,34000,2,2
2669,"город Ташкент, Шайхантахурский район, Самарканд Дарвоза",Шайхантахурский,4,96.0,9,12,65000,3,3
2670,"город Ташкент, Янгихаётский район, Сергели-Vа",Янгихаётский,3,56.0,5,7,42000,2,2
2671,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,1,43.0,3,4,27000,1,1
2672,"город Ташкент, Юнусабадский район, Юнус ота",Юнусабадский,4,100.0,4,5,70000,3,3
2674,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,4,77.32,2,5,55000,3,3
2675,"город Ташкент, Олмазорский район, Каракамыш квартал 1/2",Олмазорский,3,67.53,5,5,33000,2,2
2676,"город Ташкент, Мирзо-Улугбекский район, 2-й Паркентский проезд",Мирзо-Улугбекский,4,113.0,5,8,67500,3,3
2677,"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,2,60.0,1,4,39000,2,2
2680,"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,2,58.0,4,4,33000,2,2
2681,"город Ташкент, Мирзо-Улугбекский район, ЭКО Базар",Мирзо-Улугбекский,2,46.0,5,5,25000,1,1
2682,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,2,45.0,5,9,23000,1,1
2683,"город Ташкент, Яккасарайский район, Богибустон",Яккасарайский,2,52.0,1,4,41000,2,2
2684,"город Ташкент, Шайхантахурский район, Международный деловой центр Tashkent City",Шайхантахурский,3,91.0,4,9,120000,4,4
2685,"город Ташкент, Шайхантахурский район, Караташ",Шайхантахурский,2,54.0,11,12,34000,2,2
2686,"город Ташкент, Шайхантахурский район, Международный деловой центр Tashkent City",Шайхантахурский,2,48.0,3,5,41500,2,2
2687,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,3,43.31,1,4,45000,2,2
2688,"город Ташкент, Шайхантахурский район, Коратош",Шайхантахурский,2,54.0,1,4,41500,2,2
2689,"город Ташкент, Шайхантахурский район, Актепа",Шайхантахурский,1,24.0,1,4,29000,1,1
2690,"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,4,130.0,2,5,107000,4,4
2691,"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,1,33.0,4,5,31000,2,2
2693,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,4,100.0,8,9,58000,3,3
2694,"город Ташкент, Чиланзарский район, Мукими",Чиланзарский,4,84.0,4,5,56000,3,3
2695,"город Ташкент, Мирзо-Улугбекский район, Кары-Ниязи",Мирзо-Улугбекский,4,116.0,1,7,155000,4,4
2696,"город Ташкент, Мирзо-Улугбекский район, Феруза-3",Мирзо-Улугбекский,2,50.0,4,4,33000,2,2
2697,"город Ташкент, Мирзо-Улугбекский район, Ахмад Югнакий",Мирзо-Улугбекский,2,60.0,5,5,36000,2,2
2698,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,1,40.0,4,9,34000,2,2
2700,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,62.5,5,5,36500,2,2
2702,"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,4,173.0,6,9,135000,4,4
2703,"город Ташкент, Чиланзарский район, Алгоритм",Чиланзарский,2,46.23,2,4,37000,2,2
2704,"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,5,188.0,2,8,160000,4,4
2706,"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Чиланзарский,2,58.0,6,9,46000,2,2
2707,"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Чиланзарский,3,75.0,9,9,55000,3,3
2708,"город Ташкент, Учтепинский район, Чиланзар 26-й квартал",Учтепинский,2,45.0,5,5,31000,2,2
2709,"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Учтепинский,3,78.0,4,4,52000,3,3
2710,"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Учтепинский,2,57.0,4,5,39000,2,2
2711,"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Учтепинский,2,54.0,4,5,37000,2,2
2712,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,4,75.0,5,5,45000,2,2
2713,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,4,92.0,1,4,57000,3,3
2714,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,3,64.0,4,4,49500,2,2
2715,"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Чиланзарский,3,69.0,2,4,55500,3,3
2716,"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Чиланзарский,4,75.0,2,4,51500,3,3
2717,"город Ташкент, Чиланзарский район, Чиланзар квартал И",Чиланзарский,4,80.0,5,5,55000,3,3
2718,"город Ташкент, Учтепинский район, Изза",Учтепинский,4,95.0,5,9,55000,3,3
2719,"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Учтепинский,3,75.0,6,9,43999,2,2
2720,"город Ташкент, Мирабадский район, ГОСПИТАЛЬНЫЙ",Мирабадский,3,90.0,5,12,96000,4,4
2721,"город Ташкент, Мирзо-Улугбекский район, ц-1 Буюк ипак йули (Ц-1) ",Мирзо-Улугбекский,4,100.0,9,9,105000,4,4
2722,"город Ташкент, Учтепинский район, Гулистон",Учтепинский,3,72.0,7,9,43000,2,2
2724,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,2,50.0,3,5,38500,2,2
2725,"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,3,103.0,4,4,160000,4,4
2726,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,3,78.0,5,5,38000,2,2
2727,"город Ташкент, Олмазорский район, Каракамыш квартал 2/4",Олмазорский,2,56.0,1,4,40000,2,2
2728,"город Ташкент, Учтепинский район, 1-й проезд Фархада",Учтепинский,2,48.0,5,5,25500,1,1
2729,"город Ташкент, Олмазорский район, Каракамыш квартал 1/4",Олмазорский,3,72.0,1,4,56000,3,3
2731,"город Ташкент, Мирзо-Улугбекский район, Шахриабад",Мирзо-Улугбекский,4,76.0,2,4,79999,3,3
2732,"город Ташкент, Чиланзарский район, 1-й проезд Катартал",Чиланзарский,1,42.0,6,9,22000,1,1
2733,"город Ташкент, Мирабадский район, 8-й проезд Мироншаха",Мирабадский,5,117.0,1,9,136000,4,4
2734,"город Ташкент, Юнусабадский район, Юнус-абад 9",Юнусабадский,3,77.0,2,5,51000,3,3
2736,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,3,80.0,2,3,45000,2,2
2737,"город Ташкент, Олмазорский район, Нурафшон",Олмазорский,3,72.0,5,7,47000,2,2
2738,"город Ташкент, Мирабадский район, Айбека (пр-т Косманавтов) ",Мирабадский,4,100.0,3,4,105000,4,4
2739,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,67.0,3,4,42200,2,2
2740,"город Ташкент, Мирзо-Улугбекский район, Элобод",Мирзо-Улугбекский,2,62.0,5,5,36000,2,2
2741,"город Ташкент, Яккасарайский район, Юсуфа Хос Ходжиба",Яккасарайский,4,150.0,7,7,112000,4,4
2742,"город Ташкент, Мирзо-Улугбекский район, Карасу 2-й квартал",Мирзо-Улугбекский,2,60.0,5,5,34000,2,2
2743,"город Ташкент, Мирабадский район, Садыка Азимова",Мирабадский,3,66.0,4,4,67000,3,3
2744,"город Ташкент, Шайхантахурский район, Ибн Сина-2",Шайхантахурский,5,97.53,5,5,50000,2,2
2746,"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,75.0,3,4,67000,3,3
2747,"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,4,90.0,5,5,42500,2,2
2748,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,4,92.0,3,5,62000,3,3
2749,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,48.0,1,4,50000,2,2
2750,"город Ташкент, Мирзо-Улугбекский район, Карасу 4-й квартал",Мирзо-Улугбекский,4,86.0,9,9,38499,2,2
2751,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,40.0,3,4,45500,2,2
2752,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,5,100.0,4,4,46000,2,2
2753,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,40.0,3,5,45500,2,2
2754,"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Мирзо-Улугбекский,2,53.0,2,4,45500,2,2
2755,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,2,50.0,4,4,46500,2,2
2756,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,1,40.0,3,4,47000,2,2
2757,"город Ташкент, Мирзо-Улугбекский район, Хумаюн",Мирзо-Улугбекский,2,64.0,4,5,35500,2,2
2758,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,2,43.0,5,5,47500,2,2
2759,"город Ташкент, Яшнободский район, Тузель 3-й квартал",Яшнободский,2,70.0,2,4,37000,2,2
2760,"город Ташкент, Мирзо-Улугбекский район, Карасу 2-й квартал",Мирзо-Улугбекский,3,94.0,2,5,67000,3,3
2761,"город Ташкент, Юнусабадский район, проспект Амира Темура",Юнусабадский,2,47.0,4,4,44000,2,2
2763,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,2,60.0,3,4,43500,2,2
2764,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,4,78.0,1,4,51500,3,3
2765,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,2,55.47,4,4,38000,2,2
2766,"город Ташкент, Мирзо-Улугбекский район, Х.Абдуллаев",Мирзо-Улугбекский,2,60.0,4,9,55000,3,3
2767,"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Юнусабадский,2,54.0,2,3,35000,2,2
2768,"город Ташкент, Сергелийский район, Дустлик-2",Сергелийский,4,100.0,3,9,45000,2,2
2769,"город Ташкент, Юнусабадский район, Юнусабад-14",Юнусабадский,4,214.0,4,7,100000,4,4
2770,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,4,160.0,4,9,180000,4,4
2771,"город Ташкент, Шайхантахурский район, Абая",Шайхантахурский,3,72.0,1,5,57700,3,3
2772,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,2,57.0,1,2,29500,1,1
2773,"город Ташкент, Шайхантахурский район, Караташ",Шайхантахурский,2,60.0,8,9,38000,2,2
2774,"город Ташкент, Яшнободский район, Бунёдкор",Яшнободский,4,141.0,2,8,87500,4,4
2775,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,2,50.0,4,4,33500,2,2
2776,"город Ташкент, Мирзо-Улугбекский район, Карасу 4-й квартал",Мирзо-Улугбекский,2,63.0,4,5,36000,2,2
2777,"город Ташкент, Шайхантахурский район, проезд Беш-Агач",Шайхантахурский,2,84.0,3,4,69999,3,3
2778,"город Ташкент, Яшнободский район, Чилонота",Яшнободский,2,58.5,3,6,23400,1,1
2779,"город Ташкент, Чиланзарский район, 1-й проезд Домбрабад",Чиланзарский,1,38.0,4,4,23000,1,1
2780,"город Ташкент, Яшнободский район, Городок Авиастроителей 4-й квартал",Яшнободский,1,38.0,4,4,26000,1,1
2781,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,4,121.0,2,10,140000,4,4
2782,"город Ташкент, Мирабадский район, 4-й Сарыкульский тупик",Мирабадский,1,30.0,1,2,23000,1,1
2783,"город Ташкент, Мирабадский район, ЦУМ (Ц-7) ",Мирабадский,2,112.0,9,9,94000,4,4
2784,"город Ташкент, Юнусабадский район, Юнус ота",Юнусабадский,3,78.0,2,5,49000,2,2
2785,"город Ташкент, Яшнободский район, Городок Авиастроителей 1-й квартал",Яшнободский,1,36.0,1,4,25000,1,1
2786,"город Ташкент, Яккасарайский район, ул.Нукус Глинка 2/6/7 Новастройка",Яккасарайский,2,78.0,6,7,85000,4,4
2788,"город Ташкент, Мирабадский район, Айбека (пр-т Косманавтов) ",Мирабадский,1,50.0,9,16,52000,3,3
2789,"город Ташкент, Олмазорский район, Зиёвуддина Бобохонова",Олмазорский,2,75.0,1,9,38000,2,2
2790,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,3,73.0,4,9,48000,2,2
2791,"город Ташкент, Яккасарайский район, Юсуфа Хос Ходжиба",Яккасарайский,4,86.0,2,4,68000,3,3
2792,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,2,50.0,2,4,41000,2,2
2793,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 4-й квартал",Мирзо-Улугбекский,2,60.0,8,8,38000,2,2
2794,"город Ташкент, Мирабадский район, ЦУМ (Ц-7) ",Мирабадский,2,100.0,9,9,15000,1,1
2795,"город Ташкент, Яшнободский район, Ул.Паркетская",Яшнободский,2,53.0,7,9,44000,2,2
2796,"город Ташкент, Чиланзарский район, Алмазар",Чиланзарский,3,72.0,6,9,63000,3,3
2798,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,1,40.0,1,5,25500,1,1
2799,"город Ташкент, Сергелийский район, 1-й проезд Сергели",Сергелийский,4,100.0,1,9,90000,4,4
2800,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,1,38.0,4,4,25500,1,1
2801,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,3,80.0,1,9,50000,2,2
2802,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,5,150.0,6,9,108000,4,4
2803,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,2,56.0,5,5,37000,2,2
2804,"город Ташкент, Учтепинский район, Чиланзар 22-й квартал",Учтепинский,2,55.0,4,4,31500,2,2
2805,"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Учтепинский,4,80.0,2,4,58000,3,3
2806,"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Учтепинский,3,65.0,4,4,39500,2,2
2807,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,4,200.0,1,8,128000,4,4
2809,"город Ташкент, Мирабадский район, Садыка Азимова",Мирабадский,2,68.0,4,9,55000,3,3
2810,"город Ташкент, Чиланзарский район, Алгоритм",Чиланзарский,5,108.0,2,4,54000,3,3
2811,"город Ташкент, Мирабадский район, Мехржон",Мирабадский,3,110.0,1,2,110000,4,4
2812,"город Ташкент, Чиланзарский район, Катартал",Чиланзарский,3,70.0,4,9,50000,2,2
2813,"город Ташкент, Юнусабадский район, Юнусабад 13-й квартал",Юнусабадский,2,60.0,8,13,42000,2,2
2814,"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Чиланзарский,2,65.0,9,9,31500,2,2
2815,"город Ташкент, Яшнободский район, Садыка Азимова (Жуковского) ",Яшнободский,3,75.0,6,9,86000,4,4
2816,"город Ташкент, Юнусабадский район, Юнусабад 13-й квартал",Юнусабадский,4,96.0,1,9,75000,3,3
2817,"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Юнусабадский,3,67.0,4,4,40000,2,2
2818,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,2,83.0,4,8,77000,3,3
2819,"город Ташкент, Олмазорский район, 30-й тупик Сагбан",Олмазорский,2,58.0,6,8,42000,2,2
2820,"город Ташкент, Чиланзарский район, Чиланзар-20",Чиланзарский,1,37.0,3,4,26000,1,1
2821,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,5,112.0,6,9,90000,4,4
2822,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,3,85.0,3,9,82999,4,4
2823,"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,3,98.0,2,7,71000,3,3
2824,"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,2,63.0,8,9,50000,2,2
2825,"город Ташкент, Чиланзарский район, Чиланзар 18-й квартал",Чиланзарский,2,47.0,2,4,33000,2,2
2826,"город Ташкент, Чиланзарский район, Чиланзар 18-й квартал",Чиланзарский,1,39.0,4,4,23000,1,1
2827,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,60.0,5,9,50000,2,2
2828,"город Ташкент, Мирзо-Улугбекский район, Корасув6",Мирзо-Улугбекский,1,22.0,2,3,15000,1,1
2829,"город Ташкент, Учтепинский район, Чиланзар-15",Учтепинский,4,100.0,5,5,44000,2,2
2830,"город Ташкент, Мирабадский район, Ойбек",Мирабадский,3,78.0,2,4,76000,3,3
2831,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,1,40.0,2,5,30500,2,2
2832,"город Ташкент, Учтепинский район, Чиланзар 14-й квартал",Учтепинский,3,67.0,1,4,45000,2,2
2833,"город Ташкент, Мирабадский район, Ул Саида Барака",Мирабадский,3,70.0,4,4,58500,3,3
2834,"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,4,91.0,4,4,52500,3,3
2835,"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,3,76.0,3,4,51000,3,3
2836,"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,3,63.0,4,4,35500,2,2
2837,"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,3,70.0,1,4,63000,3,3
2838,"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,2,70.0,4,5,40000,2,2
2839,"город Ташкент, Мирабадский район, ЦУМ (Ц-7) ",Мирабадский,4,208.0,7,8,208000,4,4
2840,"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,3,65.0,3,4,51000,3,3
2841,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,3,110.0,4,6,295000,4,4
2842,"город Ташкент, Яшнободский район, Элбек",Яшнободский,4,86.0,3,4,78000,3,3
2843,"город Ташкент, Мирабадский район, 3-й проезд Абдуллы Каххара",Мирабадский,3,115.0,8,9,87000,4,4
2844,"город Ташкент, Мирзо-Улугбекский район, Кары-Ниязи",Мирзо-Улугбекский,3,100.0,2,6,110000,4,4
2845,"город Ташкент, Юнусабадский район, Осиё",Юнусабадский,2,50.0,2,3,35500,2,2
2846,"город Ташкент, Чиланзарский район, площадь Дружбы Народов",Чиланзарский,2,58.0,6,9,45500,2,2
2847,"город Ташкент, Олмазорский район, Тансыкбаева",Олмазорский,3,91.0,2,7,37000,2,2
2848,"город Ташкент, Мирабадский район",Мирабадский,3,182.0,4,7,250000,4,4
2849,"город Ташкент, Чиланзарский район, 2 квартал улица чупон ота",Чиланзарский,3,93.0,7,9,50562,3,3
2853,"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,2,60.0,2,4,36000,2,2
2855,"город Ташкент, Юнусабадский район, Юнусабад 5-й квартал",Юнусабадский,3,74.0,5,5,40500,2,2
2857,"город Ташкент, Яшнободский район, Истикбол",Яшнободский,3,80.0,6,9,80000,3,3
2858,"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,1,34.0,4,4,22000,1,1
2859,"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,2,67.0,1,6,46000,2,2
2860,"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,4,115.0,5,6,89000,4,4
2861,"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,3,111.0,5,6,85000,4,4
2862,"город Ташкент, Чиланзарский район, 1-й проезд Катта Чиланзар",Чиланзарский,2,48.0,4,4,35000,2,2
2864,"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Чиланзарский,3,68.0,4,4,45000,2,2
2865,"город Ташкент, Яккасарайский район, Мирабад",Яккасарайский,3,75.0,6,9,80000,3,3
2867,"город Ташкент, Юнусабадский район, Минор",Юнусабадский,3,90.0,4,4,55000,3,3
2869,"город Ташкент, Мирзо-Улугбекский район, Олой",Мирзо-Улугбекский,2,43.0,1,4,30500,2,2
2870,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,2,45.0,4,5,28500,1,1
2871,"город Ташкент, Юнусабадский район, Юнусабад 17-й квартал",Юнусабадский,3,70.0,3,9,41000,2,2
2872,"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,3,72.0,5,5,45000,2,2
2873,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,3,70.0,3,4,52000,3,3
2874,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,3,68.0,2,4,53000,3,3
2875,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,2,42.0,4,4,31000,2,2
2876,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,1,30.0,3,4,28500,1,1
2878,"город Ташкент, Юнусабадский район, ТашГРЭС",Юнусабадский,1,28.0,3,5,25000,1,1
2879,"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,2,52.0,3,4,33000,2,2
2881,"город Ташкент, Юнусабадский район, Юнусабад 8-й квартал",Юнусабадский,4,100.0,8,9,53000,3,3
2883,"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,2,50.0,4,4,32000,2,2
2884,"город Ташкент, Юнусабадский район, Юнусабад 16-й квартал",Юнусабадский,2,58.0,3,9,34000,2,2
2886,"город Ташкент, Юнусабадский район, Юнусабад 10-й квартал",Юнусабадский,3,78.0,4,5,43000,2,2
2887,"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Юнусабадский,2,50.0,4,4,33500,2,2
2888,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,4,85.0,3,4,57000,3,3
2889,"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,3,78.0,5,5,43000,2,2
2890,"город Ташкент, Мирзо-Улугбекский район, Дархан-3",Мирзо-Улугбекский,2,50.0,2,4,35500,2,2
2891,"город Ташкент, Юнусабадский район, Юнусабад 6-й квартал",Юнусабадский,3,76.0,4,4,41000,2,2
2892,"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,4,100.0,7,9,53000,3,3
2893,"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Юнусабадский,4,86.0,3,5,55000,3,3
2895,"город Ташкент, Яккасарайский район, Юсуфа Хос Ходжиба",Яккасарайский,3,85.0,3,4,90000,4,4
2896,"город Ташкент, Юнусабадский район, Юнусабад 1-й квартал",Юнусабадский,2,54.0,2,3,29000,1,1
2897,"город Ташкент, Юнусабадский район, Шахристанская",Юнусабадский,2,57.0,2,2,24000,1,1
2898,"город Ташкент, Мирзо-Улугбекский район, мв.Феруза",Мирзо-Улугбекский,4,93.0,3,4,56700,3,3
2899,"город Ташкент, Юнусабадский район, Юнусабад 8-й квартал",Юнусабадский,5,110.0,3,9,68000,3,3
2900,"город Ташкент, Мирабадский район, Массив Госпитальный",Мирабадский,2,45.0,2,9,37000,2,2
